batch,dataset,setting,date,status
5,Rightmyer_2013,quant_cached,Mon Aug 17 17:31:55 NZST 2020,finish
5,Broughton_2013,quant_cached_adaptive,Mon Aug 17 17:31:55 NZST 2020,start
1,Rightmyer_2013,quant_06_cached,Mon Aug 17 17:32:17 NZST 2020,finish
1,Broughton_2013,quant_cached,Mon Aug 17 17:32:17 NZST 2020,start
3,Rightmyer_2013,quant_cached,Mon Aug 17 17:38:53 NZST 2020,finish
3,Broughton_2013,quant_cached,Mon Aug 17 17:38:53 NZST 2020,start
2,Rightmyer_2013,quant_06_cached,Mon Aug 17 17:44:55 NZST 2020,finish
2,Broughton_2013,quant_cached_adaptive,Mon Aug 17 17:44:55 NZST 2020,start
4,Broughton_2013,quant_06_cached,Tue Aug 18 06:33:36 NZST 2020,finish
4,Broughton_2013,quant_cached,Tue Aug 18 06:33:36 NZST 2020,start
1,Broughton_2013,quant_cached,Tue Aug 18 07:38:35 NZST 2020,finish
1,Broughton_2013,quant_cached_adaptive,Tue Aug 18 07:38:36 NZST 2020,start
3,Broughton_2013,quant_cached,Tue Aug 18 08:02:50 NZST 2020,finish
3,Broughton_2013,quant_06_cached,Tue Aug 18 08:02:50 NZST 2020,start
5,Broughton_2013,quant_cached_adaptive,Tue Aug 18 08:31:41 NZST 2020,finish
5,Broughton_2013,quant_cached,Tue Aug 18 08:31:41 NZST 2020,start
2,Broughton_2013,quant_cached_adaptive,Tue Aug 18 08:38:43 NZST 2020,finish
2,Broughton_2013,quant_cached,Tue Aug 18 08:38:43 NZST 2020,start
4,Broughton_2013,quant_cached,Tue Aug 18 20:57:16 NZST 2020,finish
4,Broughton_2013,quant_cached_adaptive,Tue Aug 18 20:57:16 NZST 2020,start
3,Broughton_2013,quant_06_cached,Tue Aug 18 21:41:49 NZST 2020,finish
3,Broughton_2013,quant_cached_adaptive,Tue Aug 18 21:41:49 NZST 2020,start
1,Broughton_2013,quant_cached_adaptive,Tue Aug 18 22:31:09 NZST 2020,finish
1,Broughton_2013,quant_06_cached,Tue Aug 18 22:31:09 NZST 2020,start
5,Broughton_2013,quant_cached,Tue Aug 18 22:50:08 NZST 2020,finish
5,Broughton_2013,quant_06_cached,Tue Aug 18 22:50:08 NZST 2020,start
2,Broughton_2013,quant_cached,Tue Aug 18 22:59:57 NZST 2020,finish
2,Broughton_2013,quant_06_cached,Tue Aug 18 22:59:57 NZST 2020,start
4,Broughton_2013,quant_cached_adaptive,Wed Aug 19 11:48:14 NZST 2020,finish
4,Sauquet_2011,quant_cached_adaptive,Wed Aug 19 11:48:14 NZST 2020,start
1,Broughton_2013,quant_06_cached,Wed Aug 19 12:04:30 NZST 2020,finish
1,Sauquet_2011,quant_cached_adaptive,Wed Aug 19 12:04:30 NZST 2020,start
5,Broughton_2013,quant_06_cached,Wed Aug 19 12:15:19 NZST 2020,finish
5,Sauquet_2011,quant_cached,Wed Aug 19 12:15:19 NZST 2020,start
2,Broughton_2013,quant_06_cached,Wed Aug 19 12:27:00 NZST 2020,finish
2,Sauquet_2011,quant_cached_adaptive,Wed Aug 19 12:27:00 NZST 2020,start
3,Broughton_2013,quant_cached_adaptive,Wed Aug 19 12:42:02 NZST 2020,finish
3,Sauquet_2011,quant_cached,Wed Aug 19 12:42:02 NZST 2020,start
4,Sauquet_2011,quant_cached_adaptive,Wed Aug 19 17:50:33 NZST 2020,finish
4,Sauquet_2011,quant_06_cached,Wed Aug 19 17:50:33 NZST 2020,start
5,Sauquet_2011,quant_cached,Wed Aug 19 17:56:07 NZST 2020,finish
5,Sauquet_2011,quant_cached_adaptive,Wed Aug 19 17:56:07 NZST 2020,start
1,Sauquet_2011,quant_cached_adaptive,Wed Aug 19 18:05:21 NZST 2020,finish
1,Sauquet_2011,quant_cached,Wed Aug 19 18:05:21 NZST 2020,start
3,Sauquet_2011,quant_cached,Wed Aug 19 18:22:36 NZST 2020,finish
3,Sauquet_2011,quant_06_cached,Wed Aug 19 18:22:36 NZST 2020,start
2,Sauquet_2011,quant_cached_adaptive,Wed Aug 19 18:41:22 NZST 2020,finish
2,Sauquet_2011,quant_06_cached,Wed Aug 19 18:41:22 NZST 2020,start
4,Sauquet_2011,quant_06_cached,Wed Aug 19 23:10:39 NZST 2020,finish
4,Sauquet_2011,quant_cached,Wed Aug 19 23:10:39 NZST 2020,start
3,Sauquet_2011,quant_06_cached,Wed Aug 19 23:42:53 NZST 2020,finish
3,Sauquet_2011,quant_cached_adaptive,Wed Aug 19 23:42:53 NZST 2020,start
1,Sauquet_2011,quant_cached,Wed Aug 19 23:45:08 NZST 2020,finish
1,Sauquet_2011,quant_06_cached,Wed Aug 19 23:45:08 NZST 2020,start
2,Sauquet_2011,quant_06_cached,Thu Aug 20 00:02:33 NZST 2020,finish
2,Sauquet_2011,quant_cached,Thu Aug 20 00:02:33 NZST 2020,start
5,Sauquet_2011,quant_cached_adaptive,Thu Aug 20 00:12:45 NZST 2020,finish
5,Sauquet_2011,quant_06_cached,Thu Aug 20 00:12:45 NZST 2020,start
4,Sauquet_2011,quant_cached,Thu Aug 20 04:51:16 NZST 2020,finish
4,Moyle_2016,quant_cached,Thu Aug 20 04:51:16 NZST 2020,start
1,Sauquet_2011,quant_06_cached,Thu Aug 20 05:06:33 NZST 2020,finish
1,Moyle_2016,quant_cached_adaptive,Thu Aug 20 05:06:33 NZST 2020,start
5,Sauquet_2011,quant_06_cached,Thu Aug 20 05:34:17 NZST 2020,finish
5,Moyle_2016,quant_06_cached,Thu Aug 20 05:34:17 NZST 2020,start
2,Sauquet_2011,quant_cached,Thu Aug 20 05:42:31 NZST 2020,finish
2,Moyle_2016,quant_cached,Thu Aug 20 05:42:31 NZST 2020,start
3,Sauquet_2011,quant_cached_adaptive,Thu Aug 20 05:43:42 NZST 2020,finish
3,Moyle_2016,quant_06_cached,Thu Aug 20 05:43:42 NZST 2020,start
4,Moyle_2016,quant_cached,Thu Aug 20 10:48:50 NZST 2020,finish
4,Moyle_2016,quant_cached_adaptive,Thu Aug 20 10:48:50 NZST 2020,start
5,Moyle_2016,quant_06_cached,Thu Aug 20 10:51:20 NZST 2020,finish
5,Moyle_2016,quant_cached,Thu Aug 20 10:51:20 NZST 2020,start
3,Moyle_2016,quant_06_cached,Thu Aug 20 11:01:13 NZST 2020,finish
3,Moyle_2016,quant_cached_adaptive,Thu Aug 20 11:01:13 NZST 2020,start
1,Moyle_2016,quant_cached_adaptive,Thu Aug 20 11:22:15 NZST 2020,finish
1,Moyle_2016,quant_06_cached,Thu Aug 20 11:22:15 NZST 2020,start
2,Moyle_2016,quant_cached,Thu Aug 20 11:39:09 NZST 2020,finish
2,Moyle_2016,quant_cached_adaptive,Thu Aug 20 11:39:09 NZST 2020,start
1,Moyle_2016,quant_06_cached,Thu Aug 20 16:28:44 NZST 2020,finish
1,Moyle_2016,quant_cached,Thu Aug 20 16:28:44 NZST 2020,start
5,Moyle_2016,quant_cached,Thu Aug 20 16:37:04 NZST 2020,finish
5,Moyle_2016,quant_cached_adaptive,Thu Aug 20 16:37:04 NZST 2020,start
4,Moyle_2016,quant_cached_adaptive,Thu Aug 20 17:03:19 NZST 2020,finish
4,Moyle_2016,quant_06_cached,Thu Aug 20 17:03:19 NZST 2020,start
3,Moyle_2016,quant_cached_adaptive,Thu Aug 20 17:15:49 NZST 2020,finish
3,Moyle_2016,cat_adaptive,Thu Aug 20 17:15:49 NZST 2020,start
4,Moyle_2016,quant_06_cached,Thu Aug 20 22:05:26 NZST 2020,finish
4,Dornburg_2012,quant_06_cached,Thu Aug 20 22:05:26 NZST 2020,start
1,Moyle_2016,quant_cached,Thu Aug 20 22:07:30 NZST 2020,finish
1,Dornburg_2012,quant_cached,Thu Aug 20 22:07:30 NZST 2020,start
3,Moyle_2016,cat_adaptive,Thu Aug 20 22:28:37 NZST 2020,finish
3,Moyle_2016,quant_cached,Thu Aug 20 22:28:37 NZST 2020,start
5,Moyle_2016,quant_cached_adaptive,Thu Aug 20 22:33:18 NZST 2020,finish
5,Dornburg_2012,quant_06_cached,Thu Aug 20 22:33:18 NZST 2020,start
4,Dornburg_2012,quant_06_cached,Fri Aug 21 02:47:53 NZST 2020,finish
4,Dornburg_2012,quant_cached,Fri Aug 21 02:47:53 NZST 2020,start
1,Dornburg_2012,quant_cached,Fri Aug 21 03:01:46 NZST 2020,finish
1,Dornburg_2012,quant_cached_adaptive,Fri Aug 21 03:01:46 NZST 2020,start
5,Dornburg_2012,quant_06_cached,Fri Aug 21 03:15:59 NZST 2020,finish
5,Dornburg_2012,quant_cached_adaptive,Fri Aug 21 03:15:59 NZST 2020,start
3,Moyle_2016,quant_cached,Fri Aug 21 04:10:16 NZST 2020,finish
3,Dornburg_2012,cat_adaptive,Fri Aug 21 04:10:16 NZST 2020,start
4,Dornburg_2012,quant_cached,Fri Aug 21 07:41:36 NZST 2020,finish
4,Dornburg_2012,quant_cached_adaptive,Fri Aug 21 07:41:36 NZST 2020,start
1,Dornburg_2012,quant_cached_adaptive,Fri Aug 21 08:14:10 NZST 2020,finish
1,Dornburg_2012,quant_06_cached,Fri Aug 21 08:14:10 NZST 2020,start
3,Dornburg_2012,cat_adaptive,Fri Aug 21 08:14:52 NZST 2020,finish
3,Dornburg_2012,quant_06_cached,Fri Aug 21 08:14:52 NZST 2020,start
5,Dornburg_2012,quant_cached_adaptive,Fri Aug 21 08:28:30 NZST 2020,finish
5,Dornburg_2012,quant_cached,Fri Aug 21 08:28:30 NZST 2020,start
4,Dornburg_2012,quant_cached_adaptive,Fri Aug 21 12:51:15 NZST 2020,finish
4,Kawahara_2013,quant_06_cached,Fri Aug 21 12:51:15 NZST 2020,start
1,Dornburg_2012,quant_06_cached,Fri Aug 21 12:57:23 NZST 2020,finish
1,Kawahara_2013,quant_cached_adaptive,Fri Aug 21 12:57:23 NZST 2020,start
3,Dornburg_2012,quant_06_cached,Fri Aug 21 12:58:23 NZST 2020,finish
3,Dornburg_2012,quant_cached,Fri Aug 21 12:58:23 NZST 2020,start
5,Dornburg_2012,quant_cached,Fri Aug 21 13:24:39 NZST 2020,finish
5,Kawahara_2013,quant_cached,Fri Aug 21 13:24:39 NZST 2020,start
2,Moyle_2016,quant_cached_adaptive,Fri Aug 21 15:29:28 NZST 2020,finish
2,Moyle_2016,quant_06_cached,Fri Aug 21 15:29:28 NZST 2020,start
4,Kawahara_2013,quant_06_cached,Fri Aug 21 16:09:10 NZST 2020,finish
4,Kawahara_2013,quant_cached_adaptive,Fri Aug 21 16:09:10 NZST 2020,start
1,Kawahara_2013,quant_cached_adaptive,Fri Aug 21 16:59:32 NZST 2020,finish
1,Kawahara_2013,quant_06_cached,Fri Aug 21 16:59:32 NZST 2020,start
5,Kawahara_2013,quant_cached,Fri Aug 21 17:08:31 NZST 2020,finish
5,Kawahara_2013,quant_06_cached,Fri Aug 21 17:08:31 NZST 2020,start
3,Dornburg_2012,quant_cached,Fri Aug 21 18:00:52 NZST 2020,finish
3,Dornburg_2012,quant_cached_adaptive,Fri Aug 21 18:00:52 NZST 2020,start
4,Kawahara_2013,quant_cached_adaptive,Fri Aug 21 20:14:34 NZST 2020,finish
4,Kawahara_2013,quant_cached,Fri Aug 21 20:14:34 NZST 2020,start
1,Kawahara_2013,quant_06_cached,Fri Aug 21 20:26:50 NZST 2020,finish
1,Kawahara_2013,quant_cached,Fri Aug 21 20:26:50 NZST 2020,start
5,Kawahara_2013,quant_06_cached,Fri Aug 21 20:40:24 NZST 2020,finish
5,Kawahara_2013,quant_cached_adaptive,Fri Aug 21 20:40:24 NZST 2020,start
2,Moyle_2016,quant_06_cached,Fri Aug 21 20:50:05 NZST 2020,finish
2,Dornburg_2012,quant_cached_adaptive,Fri Aug 21 20:50:05 NZST 2020,start
3,Dornburg_2012,quant_cached_adaptive,Fri Aug 21 23:31:34 NZST 2020,finish
3,Kawahara_2013,quant_cached,Fri Aug 21 23:31:34 NZST 2020,start
4,Kawahara_2013,quant_cached,Sat Aug 22 00:07:40 NZST 2020,finish
4,Kawahara_2013,cat_adaptive,Sat Aug 22 00:07:40 NZST 2020,start
1,Kawahara_2013,quant_cached,Sat Aug 22 00:19:44 NZST 2020,finish
1,Cognato_2001,quant_cached,Sat Aug 22 00:19:44 NZST 2020,start
5,Kawahara_2013,quant_cached_adaptive,Sat Aug 22 00:55:03 NZST 2020,finish
5,Cognato_2001,quant_06_cached,Sat Aug 22 00:55:03 NZST 2020,start
2,Dornburg_2012,quant_cached_adaptive,Sat Aug 22 02:21:38 NZST 2020,finish
2,Dornburg_2012,quant_cached,Sat Aug 22 02:21:38 NZST 2020,start
1,Cognato_2001,quant_cached,Sat Aug 22 02:59:46 NZST 2020,finish
1,Cognato_2001,quant_cached_adaptive,Sat Aug 22 02:59:46 NZST 2020,start
4,Kawahara_2013,cat_adaptive,Sat Aug 22 03:18:44 NZST 2020,finish
4,Cognato_2001,cat_adaptive,Sat Aug 22 03:18:44 NZST 2020,start
3,Kawahara_2013,quant_cached,Sat Aug 22 03:22:02 NZST 2020,finish
3,Kawahara_2013,quant_06_cached,Sat Aug 22 03:22:02 NZST 2020,start
5,Cognato_2001,quant_06_cached,Sat Aug 22 03:28:15 NZST 2020,finish
5,Cognato_2001,quant_cached_adaptive,Sat Aug 22 03:28:15 NZST 2020,start
4,Cognato_2001,cat_adaptive,Sat Aug 22 05:28:43 NZST 2020,finish
4,Cognato_2001,quant_cached_adaptive,Sat Aug 22 05:28:43 NZST 2020,start
1,Cognato_2001,quant_cached_adaptive,Sat Aug 22 05:51:04 NZST 2020,finish
1,Cognato_2001,quant_06_cached,Sat Aug 22 05:51:04 NZST 2020,start
5,Cognato_2001,quant_cached_adaptive,Sat Aug 22 06:19:58 NZST 2020,finish
5,Cognato_2001,quant_cached,Sat Aug 22 06:19:58 NZST 2020,start
3,Kawahara_2013,quant_06_cached,Sat Aug 22 06:47:01 NZST 2020,finish
3,Kawahara_2013,quant_cached_adaptive,Sat Aug 22 06:47:01 NZST 2020,start
2,Dornburg_2012,quant_cached,Sat Aug 22 07:31:22 NZST 2020,finish
2,Dornburg_2012,quant_06_cached,Sat Aug 22 07:31:22 NZST 2020,start
4,Cognato_2001,quant_cached_adaptive,Sat Aug 22 08:18:18 NZST 2020,finish
4,Cognato_2001,quant_cached,Sat Aug 22 08:18:18 NZST 2020,start
1,Cognato_2001,quant_06_cached,Sat Aug 22 08:23:44 NZST 2020,finish
5,Cognato_2001,quant_cached,Sat Aug 22 08:55:21 NZST 2020,finish
3,Kawahara_2013,quant_cached_adaptive,Sat Aug 22 10:32:27 NZST 2020,finish
3,Kawahara_2013,cat_adaptive,Sat Aug 22 10:32:27 NZST 2020,start
4,Cognato_2001,quant_cached,Sat Aug 22 10:33:21 NZST 2020,finish
4,Cognato_2001,real_adaptive,Sat Aug 22 10:33:21 NZST 2020,start
2,Dornburg_2012,quant_06_cached,Sat Aug 22 11:48:16 NZST 2020,finish
2,Kawahara_2013,quant_06_cached,Sat Aug 22 11:48:16 NZST 2020,start
4,Cognato_2001,real_adaptive,Sat Aug 22 11:50:18 NZST 2020,finish
4,Cognato_2001,quant_06_cached,Sat Aug 22 11:50:18 NZST 2020,start
3,Kawahara_2013,cat_adaptive,Sat Aug 22 13:06:31 NZST 2020,finish
3,Kawahara_2013,real_adaptive,Sat Aug 22 13:06:31 NZST 2020,start
4,Cognato_2001,quant_06_cached,Sat Aug 22 13:56:42 NZST 2020,finish
2,Kawahara_2013,quant_06_cached,Sat Aug 22 14:32:14 NZST 2020,finish
2,Kawahara_2013,quant_cached,Sat Aug 22 14:32:14 NZST 2020,start
3,Kawahara_2013,real_adaptive,Sat Aug 22 14:44:30 NZST 2020,finish
3,Cognato_2001,cat_adaptive,Sat Aug 22 14:44:30 NZST 2020,start
3,Cognato_2001,cat_adaptive,Sat Aug 22 16:17:28 NZST 2020,finish
3,Cognato_2001,real_adaptive,Sat Aug 22 16:17:28 NZST 2020,start
2,Kawahara_2013,quant_cached,Sat Aug 22 17:15:59 NZST 2020,finish
2,Kawahara_2013,quant_cached_adaptive,Sat Aug 22 17:15:59 NZST 2020,start
3,Cognato_2001,real_adaptive,Sat Aug 22 17:24:02 NZST 2020,finish
3,Cognato_2001,quant_06_cached,Sat Aug 22 17:24:02 NZST 2020,start
3,Cognato_2001,quant_06_cached,Sat Aug 22 19:13:11 NZST 2020,finish
3,Cognato_2001,quant_cached_adaptive,Sat Aug 22 19:13:11 NZST 2020,start
2,Kawahara_2013,quant_cached_adaptive,Sat Aug 22 20:12:00 NZST 2020,finish
2,Cognato_2001,quant_cached,Sat Aug 22 20:12:00 NZST 2020,start
3,Cognato_2001,quant_cached_adaptive,Sat Aug 22 21:14:11 NZST 2020,finish
3,Cognato_2001,quant_cached,Sat Aug 22 21:14:11 NZST 2020,start
2,Cognato_2001,quant_cached,Sat Aug 22 22:05:20 NZST 2020,finish
2,Cognato_2001,quant_cached_adaptive,Sat Aug 22 22:05:20 NZST 2020,start
3,Cognato_2001,quant_cached,Sat Aug 22 23:08:06 NZST 2020,finish
2,Cognato_2001,quant_cached_adaptive,Sun Aug 23 00:03:11 NZST 2020,finish
2,Cognato_2001,quant_06_cached,Sun Aug 23 00:03:11 NZST 2020,start
2,Cognato_2001,quant_06_cached,Sun Aug 23 01:43:42 NZST 2020,finish
1,Kawahara_2013,bactrian95,Sun Aug 23 17:26:27 NZST 2020,start
2,simulated,bactrian95,Sun Aug 23 17:26:33 NZST 2020,start
3,simulated,bactrian95,Sun Aug 23 17:26:37 NZST 2020,start
5,simulated,bactrian95,Sun Aug 23 17:26:42 NZST 2020,start
4,Broughton_2013,bactrian95,Sun Aug 23 17:26:46 NZST 2020,start
3,simulated,bactrian95,Sun Aug 23 19:11:02 NZST 2020,finish
3,Kawahara_2013,bactrian95,Sun Aug 23 19:11:02 NZST 2020,start
5,simulated,bactrian95,Sun Aug 23 19:12:49 NZST 2020,finish
5,Kawahara_2013,bactrian95,Sun Aug 23 19:12:49 NZST 2020,start
2,simulated,bactrian95,Sun Aug 23 19:13:24 NZST 2020,finish
2,Kawahara_2013,bactrian95,Sun Aug 23 19:13:24 NZST 2020,start
1,Kawahara_2013,bactrian95,Sun Aug 23 19:29:49 NZST 2020,finish
1,Cognato_2001,bactrian95,Sun Aug 23 19:29:49 NZST 2020,start
1,Cognato_2001,bactrian95,Sun Aug 23 21:03:15 NZST 2020,finish
3,Kawahara_2013,bactrian95,Sun Aug 23 21:10:42 NZST 2020,finish
3,Cognato_2001,bactrian95,Sun Aug 23 21:10:42 NZST 2020,start
5,Kawahara_2013,bactrian95,Sun Aug 23 21:12:47 NZST 2020,finish
5,Cognato_2001,bactrian95,Sun Aug 23 21:12:47 NZST 2020,start
2,Kawahara_2013,bactrian95,Sun Aug 23 21:14:41 NZST 2020,finish
2,Cognato_2001,bactrian95,Sun Aug 23 21:14:41 NZST 2020,start
3,Cognato_2001,bactrian95,Sun Aug 23 22:35:15 NZST 2020,finish
5,Cognato_2001,bactrian95,Sun Aug 23 22:37:13 NZST 2020,finish
2,Cognato_2001,bactrian95,Sun Aug 23 22:38:32 NZST 2020,finish
4,Broughton_2013,bactrian95,Mon Aug 24 00:02:55 NZST 2020,finish
4,Kawahara_2013,bactrian95,Mon Aug 24 00:02:55 NZST 2020,start
4,Kawahara_2013,bactrian95,Mon Aug 24 01:21:56 NZST 2020,finish
4,Cognato_2001,bactrian95,Mon Aug 24 01:21:56 NZST 2020,start
4,Cognato_2001,bactrian95,Mon Aug 24 02:21:45 NZST 2020,finish
1,simulated,NER,Mon Aug 24 09:39:57 NZST 2020,start
2,Kawahara_2013,NER,Mon Aug 24 09:40:05 NZST 2020,start
3,simulated,NER,Mon Aug 24 09:40:09 NZST 2020,start
5,Kawahara_2013,NER,Mon Aug 24 09:40:14 NZST 2020,start
4,Kawahara_2013,NER,Mon Aug 24 09:40:22 NZST 2020,start
3,simulated,NER,Mon Aug 24 11:32:01 NZST 2020,finish
3,Kawahara_2013,NER,Mon Aug 24 11:32:01 NZST 2020,start
1,simulated,NER,Mon Aug 24 11:32:29 NZST 2020,finish
1,Kawahara_2013,NER,Mon Aug 24 11:32:29 NZST 2020,start
4,Kawahara_2013,NER,Mon Aug 24 11:44:35 NZST 2020,finish
4,Cognato_2001,NER,Mon Aug 24 11:44:35 NZST 2020,start
5,Kawahara_2013,NER,Mon Aug 24 11:44:42 NZST 2020,finish
5,Cognato_2001,NER,Mon Aug 24 11:44:42 NZST 2020,start
2,Kawahara_2013,NER,Mon Aug 24 11:45:28 NZST 2020,finish
2,Cognato_2001,NER,Mon Aug 24 11:45:28 NZST 2020,start
4,Cognato_2001,NER,Mon Aug 24 13:21:41 NZST 2020,finish
5,Cognato_2001,NER,Mon Aug 24 13:21:44 NZST 2020,finish
2,Cognato_2001,NER,Mon Aug 24 13:22:30 NZST 2020,finish
3,Kawahara_2013,NER,Mon Aug 24 13:34:28 NZST 2020,finish
3,Cognato_2001,NER,Mon Aug 24 13:34:28 NZST 2020,start
1,Kawahara_2013,NER,Mon Aug 24 13:36:31 NZST 2020,finish
1,Cognato_2001,NER,Mon Aug 24 13:36:31 NZST 2020,start
3,Cognato_2001,NER,Mon Aug 24 14:49:34 NZST 2020,finish
1,Cognato_2001,NER,Mon Aug 24 14:51:16 NZST 2020,finish
